date,oil_spot,oil_futures,oil_futures_rs,c0,c0_rs,c1,c1_rs,c2,c2_rs,c3,c3_rs,c4,c4_rs,c5,c5_rs,c6,c6_rs,c7,c7_rs,c8,c8_rs,c9,c9_rs
20060912,63.77,70.105,0,30.6195,0,20.4132,0,10.0626,0,89352,0,7505,0,58694.5,0,27395,0,92095,0,107126.3,0,15543,0
20060913,63.98,70.195,0,30.76,0,20.5059,0,9.8691,0,89469,230,7514.2,-14,59043.5,0,27179,0,90490,0,107220.5,0,15610,0
20060914,63.23,69.985,0,30.8305,0,20.4664,0,9.526,0,89674,0,7530.9,0,59089,0,26916,0,89342.5,0,107034.4,0,15560,0
20060915,63.54,69.842,0,30.465,0,20.1933,0,9.4446,0,89576,0,7509.2,0,59788,495,26584,0,89975,0,106957.7,0,15685,0
20060918,63.81,70.004,0,31.2705,0,20.167,0,9.2509,0,89661,0,7533.5,0,59769,0,26163,0,90785,0,106862.2,0,15809.1,0
20060919,61.67,68.305,0,30.995,0,19.8644,0,9.1215,0,88906,0,7513.9,0,59266.5,0,25781,0,90202.5,0,107348.2,0,15123.2,0
20060920,60.47,66.758,0,31.1345,0,19.4504,0,8.8583,0,88891,0,7509,0,59946.5,0,25841,0,88910,125,107383.1,0,14722,0
20060921,61.05,66.921,0,31.551,0,19.588,0,8.5184,0,89635,0,7557,0,60115,0,25853,0,89255,0,107920,0,15012.5,0
20060922,60.11,66.262,0,31.605,0,19.3926,0,8.4939,0,89740,0,7486.1,0,59264,0,25855,0,89797.5,0,108320.2,0,14767.2,0
20060925,61.46,66.568,0,31.4835,0,19.518,0,8.4847,0,89785,0,7520.8,0,59438.5,0,25835,0,89905,0,108576.8,0,14863.4,0
20060926,61.46,66.268,0,31.51,0,19.4057,0,8.6215,0,90042,0,7517.7,0,60053.5,0,25575,0,90250,0,108398.8,0,15000,0
20060927,61.02,67.859,0,31.6,0,19.832,0,8.5876,0,90285,0,7493.4,0,60320.5,0,25048,0,90080,0,108342.1,0,15353.5,0
20060928,62.77,68.199,0,31.072,0,19.9116,0,8.5289,0,90309,0,7476.1,0,60283.5,0,24283,0,89807.5,0,108153.5,0,15060,0
20060929,62.92,68.931,0,31.407,0,20.0418,0,8.7437,0,89672,0,7441.6,0,60454.5,0,24022,0,89735,0,108088.6,0,15345,0
20061002,61.04,67.981,0,31.27,0,19.7633,0,8.8662,0,89784,0,7470.3,0,60377.5,0,23483,0,90495,0,108190.9,0,15119,150
20061003,58.69,66.467,0,30.22,0,19.3856,0,8.8366,0,89386,0,7422.8,0,60307,0,23595,0,89680,0,108201.5,0,14636,0
20061004,59.42,66.491,0,29.7755,0,19.5226,0,8.932,0,88944,0,7441.5,0,60875,0,23597,0,89270,0,108564.3,0,14972.5,0
20061005,60.04,66.809,0,30.425,0,19.5454,0,9.1405,0,89015,0,7449.2,0,61199,0,23410,0,90032.5,0,108278.1,0,15117,0
20061006,59.77,66.684,0,31.103,0,19.5587,0,9.0631,0,88931,0,7416.2,0,61246,0,24294,0,89360,0,107680.9,0,15045,0
20061010,58.53,66.304,0,30.985,0,19.3082,0,9.2794,0,88493,0,7426.8,0,61584,0,25540,0,87140,0,107268.8,0,14699.5,0
20061011,57.6,65.925,0,31.235,0,19.163,0,9.1055,0,88077,0,7414.4,0,61576.5,0,25496,0,86915,0,107029.7,0,14526,0
20061012,57.87,66.335,0,30.93,0,19.2487,0,8.9289,0,88197,0,7498.9,0,61959.5,0,25729,0,87615,0,107050.1,0,14550.5,0
20061013,58.58,66.688,0,31.1855,0,19.391,0,8.9075,0,88088,0,7505.1,0,62084,0,26284,0,87882.5,0,106888.7,0,14712.5,0
20061016,59.59,67.894,0,32.33,0,19.716,0,9.2192,0,88065,0,7529.2,0,62209,0,26090,0,87457.5,0,107008.2,0,14898,0
20061017,58.94,67.811,0,31.61,0,19.476,0,9.1988,0,87813,0,7519.3,0,61492,0,25282,0,87350,0,107116.9,0,14653,0
20061018,57.66,67.211,0,31.7505,0,19.213,0,9.1763,0,88136,0,7533.1,0,62155,0,24708,0,87835,0,107170.4,0,14778,0
20061019,58.51,67.435,0,31.955,0,19.4916,0,9.194,0,88801,0,7586.1,0,62105,0,24696,0,87240,0,107035.7,0,14785.5,0
20061020,56.83,66.938,0,31.633,0,19.2911,0,9.176,0,89084,0,7578.4,0,62362,0,24353,0,87120,0,107007.8,0,14813,0
20061023,57.02,66.534,0,31.71,0,19.1261,0,9.0309,0,88778,0,7560.1,0,62700,0,24562,0,88600,0,106767.5,0,14701,0
20061024,56.91,66.937,0,31.55,0,19.2433,0,9.0609,0,88985,0,7567.5,0,62765,0,24592,0,88370,0,106737.2,0,15294,0
20061025,59.11,68.48,0,31.5575,0,19.6546,0,9.2332,0,88981,0,7604.2,0,62947.5,0,24280,0,88520,0,107040.5,0,15905,90
20061026,60.37,67.626,0,31.5755,0,19.425,0,9.0198,0,89154,0,7629.3,0,63118,0,24384,0,90530,0,107452.8,0,15567,0
20061027,60.76,68.217,0,31.79,0,19.5195,0,8.7869,0,89446,0,7680,0,62969,0,24471,0,89390,0,107742.5,0,15667.3,0
20061030,59.37,66.604,0,31.53,0,18.985,0,8.6005,0,88941,0,7688,0,62861,0,25124,0,88787.5,0,107760.9,0,14908,0
20061031,58.74,66.775,0,31.4605,0,19.18,0,8.7317,0,89206,0,7733.4,0,62933,0,26591,1950,87902.5,0,108168.6,0,14875.7,0
20061101,58.72,66.793,0,30.779,0,19.132,0,8.9238,0,88343,0,7756.5,0,63191.5,0,26302,0,87545,0,108498.2,0,14921.7,0
20061102,57.89,65.999,0,31.3015,0,18.992,0,9.0167,0,88243,0,7734.1,0,62551.5,0,26123,0,86780,0,108309.5,0,14757.4,0
20061103,59.15,66.909,0,31.555,0,19.2636,0,9.1214,0,88670,0,7690.4,0,62639.5,0,26204,0,85885,0,107550.2,0,15216.5,0
20061106,60.03,67.833,0,31.721,0,19.521,0,8.8356,0,88629,0,7708.5,0,63468,0,26812,0,85612.5,0,107503.5,0,15425,0
20061107,58.94,66.757,0,32.065,0,19.1912,0,8.984,0,88667,0,7738.9,0,63834.5,0,26202,0,85345,0,107841.9,0,15359,0
20061108,59.84,67.338,0,31.291,0,19.3104,0,9.0851,0,88581,0,7703.8,0,63746.5,0,25917,0,85275,0,108054.2,0,15767.5,0
20061109,61.17,68.54,0,31.911,0,19.5964,0,9.1499,0,88649,0,7666.6,0,63777.5,0,26284,0,85830,0,108079.6,0,16050,0
20061110,59.6,67.42,0,30.482,0,19.2772,0,9.0396,0,88496,0,7664.5,0,63728,0,26309,0,85690,0,108290.2,0,15679,0
20061113,58.59,66.786,0,30.267,0,19.0648,0,9.0476,0,87937,0,7620.2,0,64103,0,26067,0,85770,0,108170.1,0,15450,0
20061114,58.29,66.513,0,30.3785,0,19.0488,0,9.0843,0,87957,0,7648.3,0,64068,0,26184,0,88452.5,3050,108379.5,0,15545,0
20061115,58.77,67.247,0,30.4225,0,19.2001,0,9.1656,0,87823,0,7641.3,0,64483.5,0,27210,0,89080,0,108063.8,0,15900.6,0
20061116,58.77,65.964,0,30.185,0,18.8469,0,9,0,87658,0,7663.7,0,64605.5,0,26906,0,90555,0,107782.8,0,15467,0
20061117,60.32,66.578,0,30.2775,0,18.9781,0,9.2148,0,87283,0,7678.5,0,64373,0,25995,0,90195,0,108152,0,15483.5,0
20061120,56.46,66.76,0,30.212,0,19.075,0,9.2128,0,87230,0,7692.5,0,64611,0,26131,0,90505,0,108235.6,0,15735,191
20061121,58.03,67.583,0,30.7145,0,19.416,0,9.1743,0,87320,0,7705.6,0,64756,0,26240,0,90885,0,108328.4,0,16327.5,0
20061122,58.45,67.166,0,30.615,0,19.0413,0,9.0617,0,87722,0,7751.2,0,64943.5,0,26078,0,90512.5,0,108456.5,0,16007.8,0
20061127,60.33,67.644,0,31.4495,0,19.3492,0,9.2473,0,88362,0,7786.6,0,63260,0,26380,0,89700,0,108572.1,0,16029.9,0
20061128,61,67.751,0,31.25,0,19.498,0,9.3512,0,88482,0,7828.7,0,62933.5,0,26478,0,89502.5,0,108790.2,0,16348.2,0
20061129,62.47,68.777,0,31.0925,0,19.7962,0,9.4656,0,87923,0,7836,0,63692,0,26360,0,88505,0,108712.4,0,16943,0
20061130,63.14,69.283,0,31.65,0,19.9045,0,9.5184,0,87641,0,7889.3,0,63225.5,0,26548,0,89092.5,0,109173.3,63,16983,0
20061201,63.44,69.801,0,31.355,0,20.004,0,9.3442,0,87387,0,7886.1,0,62649,0,26377,0,89037.5,0,109456.2,0,17005.1,0
20061204,63.44,69.322,0,31.4,0,19.739,0,9.0091,0,87668,0,7894.2,0,63006,0,26420,0,88252.5,0,109428.6,0,16667.2,0
20061205,62.44,69.177,0,32.0445,0,19.713,0,8.9463,0,87679,0,7864.4,0,63733.5,0,26010,0,89385,0,109417,0,16475.7,0
20061206,62.2,68.641,0,31.3575,0,19.689,0,9.117,0,87129,0,7854,0,63782.5,0,25390,0,89397.5,0,109129.7,0,16253.9,0
20061207,62.5,68.216,0,30.769,0,19.593,0,9.2362,0,87032,0,7888,0,64087.5,0,25488,0,89355,0,109151.9,0,16235.5,0
20061208,62.04,67.81,0,30.7965,0,19.4208,0,9.2106,0,86973,0,7857.7,0,64250.5,0,26104,0,89675,0,108655.9,0,16227.2,0
20061211,61.23,67.252,0,31.0365,0,19.3415,0,9.1675,0,87116,0,7846.5,0,64713.5,0,26174,0,89117.5,0,108819,0,15993.1,0
20061212,61.03,66.972,0,30.6845,0,19.357,0,9.1232,0,86804,0,7860.1,0,64782.5,0,26490,0,88490,0,109054.6,0,15998.1,0
20061213,61.38,67.029,0,30.1305,0,19.359,0,9.2255,0,86755,230,7842.5,-21,65182,0,26427,0,88775,0,108551.2,0,16186.5,0
20061214,62.52,67.916,0,30.3135,0,19.636,0,9.1432,0,86697,0,7810.1,0,65527.5,0,26476,0,88320,0,108354.9,0,16679,0
20061215,63.44,68.239,0,29.891,0,19.647,0,9.0801,0,86609,0,7801.8,0,66500.5,610,26434,0,89275,0,108320.2,0,17029.5,0
20061218,62.22,67.063,0,29.9575,0,19.1983,0,8.927,0,86644,0,7786.7,0,66529.5,0,26120,0,90320,0,108384.7,0,16775.7,0
20061219,63.16,67.589,0,29.875,0,19.3908,0,8.9427,0,86887,0,7821.9,0,66159,0,25926,0,90185,0,108329.2,0,17034.5,0
20061220,63.23,68.558,0,29.2805,0,19.573,0,8.8316,0,87343,0,7837.9,0,66481.5,0,27505,1640,90280,0,108334.3,0,16922.7,0
20061221,61.97,68.094,0,28.664,0,19.3896,0,8.8544,0,86874,0,7832.1,0,66316,0,28391,0,89820,0,108642.3,0,16562.2,0
20061222,63.23,67.931,0,28.5175,0,19.3042,0,8.7135,0,86660,0,7831.7,0,65603.5,0,28387,0,89752.5,0,108172.2,0,16367.5,0
20061227,60.35,66.114,0,29.0285,0,18.9088,0,8.316,0,86326,0,7826.7,0,66585,0,28784,0,91912.5,0,107896.5,0,15927.5,0
20061228,60.54,66.168,0,28.845,0,18.951,0,8.445,0,86371,0,7877.5,0,66677,0,28530,0,92477.5,0,107623.7,0,15984.5,0
20070103,58.33,64.256,0,26.508,0,18.5694,0,8.455,0,85532,0,7910.9,0,67414.5,0,28502,0,93000,0,107770.6,0,15536.5,0
20070104,58.33,61.839,0,25.933,0,18.0709,0,8.4275,0,85117,0,7829.4,0,67196.5,0,28507,0,92177.5,0,108051.4,0,14926,0
20070105,56.32,62.554,0,25.228,0,18.1563,0,8.4273,0,85424,0,7774.4,0,66412,0,29437,0,92562.5,0,107917.2,0,14921.5,0
20070108,56.1,62.924,0,25.1175,0,18.1182,0,8.5558,0,85250,0,7783.7,0,66520,0,29420,0,93177.5,0,107790.7,0,14738,0
20070109,55.65,62.539,0,25.2515,0,18.07,0,8.6821,0,85206,0,7798.2,0,66589.5,0,28811,0,92420,0,107812,0,14676.1,0
20070110,54.03,60.692,0,26.101,0,17.7565,0,8.726,0,85203,0,7754.6,0,66152,0,28342,0,93795,0,107694.2,0,14324.9,0
20070111,51.89,57.809,0,25.896,0,17.2139,0,8.4483,0,85141,0,7797.1,0,67256.5,0,27938,0,93550,0,107309.5,0,13926.1,0
20070112,53,58.003,0,25.2745,0,17.2873,0,8.6008,0,85594,0,7817,0,67385,0,27753,0,91847.5,0,107085.5,0,14273.3,0
20070116,51.22,56.284,0,25.181,0,16.9147,0,8.6182,0,85189,0,7822.2,0,67577.5,0,27249,0,94130,2100,107245.3,0,13747.3,0
20070117,52.25,56.878,0,25.0405,0,17.0262,0,8.3958,0,85413,0,7851.9,0,67376.5,0,27191,0,94020,0,107018.4,0,13787.3,0
20070118,50.49,56.54,0,24.405,0,16.8668,0,8.4164,0,85380,0,7873,0,67342,0,27227,0,93630,0,107164.5,0,13577,0
20070119,52,58.098,0,24.715,0,17.2118,0,8.679,0,85517,0,7881.8,0,67763,0,26431,0,93100,0,107064.2,0,13932.5,0
20070122,51.14,57.932,0,24.717,0,17.1305,0,8.8955,0,84759,0,7871.8,0,67340.5,0,26118,0,92820,0,107143.5,0,13795.3,0
20070123,53.9,59.658,0,25.072,0,17.613,0,8.9073,0,84869,0,7913.5,0,67148,0,26079,0,92470,0,106906.3,0,14423.8,0
20070124,54.73,60.014,0,25.208,0,17.6439,0,8.7521,0,84951,0,7794,0,67797.5,0,25776,0,92887.5,0,106882.8,0,14607.8,0
20070125,53.59,59.227,0,25.76,0,17.3996,0,8.5398,0,84799,0,7729.1,0,67555.5,0,25984,0,92995,0,106534.4,0,14505.4,0
20070126,55.43,60.071,0,25.614,0,17.7324,0,8.7504,0,84819,0,7719.7,0,67272.5,0,25672,0,93520,0,106414.2,0,14804.2,0
20070129,54.02,58.892,0,24.7955,0,17.3399,0,8.6881,0,84694,0,7703.9,0,67544,0,25652,0,93455,0,106371.5,0,14771.5,330
20070130,56.98,61.178,0,25.0235,0,17.9896,0,9.0384,0,84809,0,7710.1,0,68116,0,25947,0,92707.5,0,106449.9,0,15432,0
20070131,58.15,62.505,0,25.37,0,18.2507,0,9.0194,0,85137,0,7738.8,0,68144,0,25220,0,93135,0,106742.5,0,15503.1,0
20070201,57.31,61.975,0,24.932,0,18.155,0,8.9634,0,84980,0,7729.3,0,68800,0,25596,0,92882.5,0,106687.6,0,15275.8,0
20070202,59.03,63.535,0,24.0365,0,18.521,0,8.9529,0,84435,0,7734.9,0,69167,0,25467,0,94337.5,0,106723.1,0,15685,0
20070205,58.75,63.503,0,23.967,0,18.4394,0,8.9959,0,84713,0,7751.1,0,69035.5,0,25703,0,95185,0,106854.3,0,15589,0
20070206,58.89,63.263,0,24.4345,0,18.4849,0,9.0176,0,84652,0,7769.2,0,69033,0,25712,0,95485,0,107095.3,0,15746.1,0
20070207,57.72,62.114,0,24.319,0,18.1586,0,9.1124,0,84474,0,7772.9,0,69365.5,0,26260,0,95810,0,107275.1,0,15476.8,0
20070208,59.72,63.799,0,24.2715,0,18.6848,0,9.2718,0,84652,0,7806.8,0,69076.5,0,26315,0,95035,0,107321.8,0,15912.1,0
20070209,59.9,64.181,0,24.9175,0,18.6685,0,9.3783,0,85410,0,7760.7,0,69367.5,0,26768,0,94852.5,0,106989.3,0,16104.5,0
20070212,57.82,62.555,0,24.6225,0,18.1814,0,9.023,0,85163,0,7706.4,0,68871,0,26523,0,95345,0,106857.5,0,15558.4,0
20070213,59.06,63.51,0,25.569,0,18.5283,0,9.1055,0,85774,0,7786.7,0,69070.5,0,26647,0,96322.5,0,106803.2,0,16044.1,0
20070214,58,62.303,0,25.54,0,18.1722,0,9.048,0,85907,0,7829.8,0,69776,0,26899,0,96240,0,107294,0,16152.5,0
20070215,58,61.952,0,26.3535,0,18.0187,0,9.0958,0,86100,0,7845.1,0,69827.5,0,27331,0,96350,0,107506.6,0,15973.9,0
20070216,58,63.1,0,26.1165,0,18.338,0,9.1692,0,86025,0,7862.6,0,69732,0,26768,0,96430,0,107613.7,0,16411.4,0
20070220,59.41,62.56,0,25.63,0,18.1789,0,9.2043,0,85509,0,7853.9,0,70005.5,0,26783,0,95380,0,107651.7,0,16446.8,0
20070221,59.53,63.703,0,26.2855,0,18.4609,0,9.212,0,86186,0,7907.3,0,69623,0,26829,0,96297.5,0,107593.6,0,17621,690
20070222,59.56,65.224,0,27.3175,0,18.8097,0,9.271,0,86226,0,7886.4,0,69957.5,0,26930,0,96260,0,107327.7,0,18020.8,0
20070223,60.53,66.11,0,27.9605,0,19.0576,0,9.3182,0,86323,0,7915.1,0,69994.5,0,27156,0,96195,0,107647,0,18158.9,0
20070226,61.4,66.329,0,28.3265,0,19.0871,0,9.2769,0,86259,0,7934.4,0,70386,0,26241,0,97105,0,107974.7,0,18323.7,0
20070227,61.47,66.364,0,27.849,0,19.2055,0,9.1622,0,85814,0,7905.2,0,68515.5,0,25320,0,97422.5,0,108731.4,0,18488.3,0
20070228,61.8,66.692,0,27.2215,0,19.3262,0,9.0145,0,85551,0,7874.2,0,67335.5,0,26135,550,97030,0,108578,47,18689,0
20070301,62.01,66.898,0,27.141,0,19.3382,0,9.0075,0,85416,0,7851.2,0,66566,0,25542,0,96242.5,0,108612.7,0,19064.5,0
20070302,61.65,66.389,0,26.717,0,19.2057,0,9.0031,0,85037,0,7819.8,0,66243.5,0,25554,0,97460,0,108870.3,0,18970.7,0
20070305,60.08,65.017,0,26.325,0,18.8332,0,8.9865,0,84739,0,7702.1,0,65426.5,0,25127,0,97295,0,108849.9,0,18483.1,0
20070306,60.7,65.645,0,26.7765,0,19.0135,0,9.1717,0,85011,0,7739.9,0,66019,0,25271,0,97530,0,108746.9,0,18537.5,0
20070307,61.83,66.701,0,27.3225,0,19.2713,0,9.1541,0,84934,0,7788.6,0,66254,0,25281,0,98552.5,0,108930.1,0,18930.5,0
20070308,61.65,66.844,0,27.8455,0,19.2864,0,9.1001,0,84744,0,7764.8,0,66997,0,25248,0,100952.5,0,108898.2,0,19239.6,0
20070309,60.06,65.771,0,27.473,0,18.8694,0,8.967,0,85308,0,7795.5,0,67114,0,25252,0,101372.5,0,108398.7,0,19042.5,0
20070312,58.92,64.964,0,28.06,0,18.6702,0,8.843,0,85467,0,7846.8,0,67227,0,25485,0,101892.5,0,108603.1,0,19072.3,0
20070313,57.94,64.702,0,27.8185,0,18.7412,0,8.869,0,85280,0,7841.5,0,66370,0,25200,0,100202.5,0,109072.1,0,19327.7,0
20070314,58.17,64.934,0,27.6195,0,18.8433,0,8.9854,0,85298,210,7824.7,-19,64648.5,0,25633,0,99947.5,0,108951.7,0,19251,0
20070315,57.56,64.521,0,28.962,0,18.6797,0,8.9535,0,85221,0,7874.3,0,65692.5,0,24883,0,95855,-3400,108807.4,0,18866.5,0
20070316,57.12,64.243,0,29.205,0,18.632,0,8.9134,0,85300,0,7938.4,0,66347.5,625,24892,0,94352.5,0,108748.4,0,19039.1,0
20070319,56.6,64.423,0,29.3415,0,18.6631,0,8.8901,0,85128,0,7972.4,0,67263,0,24443,0,94817.5,0,108582.7,0,19501.7,0
20070320,56.74,64.095,0,29.4335,0,18.5247,0,8.9255,0,86325,0,8003.1,0,67583.5,0,24324,0,94995,0,108726.2,0,19432.5,0
20070321,57.37,64.562,0,29.3165,0,18.6139,0,9.1038,0,86818,0,8051.4,0,67680,0,24410,0,94970,0,108965.6,0,19408.4,0
20070322,60.65,66.087,0,29.83,0,19.0785,0,9.2487,0,86625,0,8046.7,0,69107.5,0,24618,0,95317.5,0,108559.1,0,19569.3,0
20070323,61.49,66.501,0,29.842,0,19.0621,0,9.2809,0,86399,0,8037,0,69509,0,24607,0,94730,0,108388.7,0,19484.5,-357
20070326,62.92,67.561,0,30.49,0,19.518,0,9.2603,0,86267,0,8079.9,0,68904.5,0,24281,0,95190,0,108491,0,20097.7,0
20070327,62.94,68.009,0,29.8025,0,19.6509,0,9.4215,0,86604,0,8062.5,0,69118.5,0,24210,0,93645,0,108403.5,0,20216.2,0
20070328,64.09,68.825,0,29.8825,0,19.9815,0,9.49,0,86490,0,8034,0,68717.5,0,24188,0,93370,0,108373.1,0,20145.9,0
20070329,66.04,69.594,0,30.1625,0,20.3097,0,9.4489,0,86491,0,8047.6,0,69460,0,24156,0,93895,0,108259.4,0,20712,0
20070330,65.88,69.722,0,30.6015,0,20.2951,0,9.554,0,86933,0,8072.7,0,69695,0,24065,0,95027.5,0,108118.4,0,20600,0
20070402,65.95,69.975,0,30.891,0,20.2148,0,9.5101,0,86660,0,8146.4,0,69866,0,24887,0,96377.5,0,108172,0,20447,0
20070403,64.65,69.532,0,32.0005,0,20.081,0,9.3339,0,86481,0,8109.8,0,70957.5,0,25271,0,95310,0,108004.7,0,20182.5,0
20070404,64.39,70,0,32.7755,0,20.2751,0,9.4017,0,86519,0,8163.6,0,71215,0,25118,0,95560,0,108118.7,0,20969,0
20070405,64.29,70.289,0,32.7465,0,20.3137,0,9.5085,0,87087,0,8174.5,0,71457,0,25541,0,96307.5,0,107968.6,0,21274,0
20070410,61.9,69.666,0,34.093,0,20.2589,0,9.6742,0,87343,0,8239.1,0,72037.5,0,25543,0,95900,0,107574.9,0,21224.2,0
20070411,62.02,69.54,0,34.6085,0,20.3775,0,9.6719,0,87734,0,8232.6,0,72060,0,25021,0,94877.5,0,107486.2,0,21542.4,0
20070412,63.86,70.42,0,33.807,0,20.5672,0,9.7137,0,88280,0,8266.3,0,71915.5,0,24880,0,92710,0,107496.5,0,21878.2,0
20070413,63.64,70.509,0,34.11,0,20.4863,0,9.6012,0,88148,0,8314.1,0,72506.5,0,25055,0,92547.5,0,107314.2,0,21813.6,0
20070416,63.85,69.424,0,34.27,0,20.1171,0,9.4042,0,88556,0,8308,0,73702.5,0,25748,930,92917.5,0,107444,0,21183.2,0
20070417,63.11,68.322,0,35.368,0,19.6984,0,9.3081,0,88658,0,8351.1,0,73878,0,25352,0,93270,0,107757.9,0,20659.6,0
20070418,63.14,68.292,0,35.0135,0,19.7179,0,9.3688,0,88734,0,8343.7,0,73352,0,25269,0,92887.5,0,108036.1,0,20786.5,0
20070419,61.84,67.813,0,34.8035,0,19.6385,0,9.3811,0,88798,0,8331.5,0,72843.5,0,25098,0,92665,0,107998.1,0,20879,0
20070420,63.39,68.229,0,35.0925,0,19.8115,0,9.3058,0,89249,0,8359.7,0,73782.5,0,25216,0,92257.5,0,108003.1,0,21325,0
20070423,65.35,69.708,0,35.2205,0,20.2975,0,9.4423,0,89247,0,8309.5,0,73818,0,25163,0,93002.5,0,108126.9,0,21862.5,0
20070424,63.91,68.801,0,34.643,0,19.967,0,9.5064,0,89222,0,8256.3,0,73331,0,24959,0,93237.5,0,108314,0,22087.2,0
20070425,65.12,69.944,0,34.992,0,20.3334,0,9.5829,0,89767,0,8320,0,73785.5,0,25066,0,93402.5,0,108178.2,0,22754.9,0
20070426,65.07,69.435,0,34.2235,0,20.1802,0,9.4633,0,89383,0,8254.4,0,74290,0,25142,0,92750,0,107923.2,0,22100.7,-567
20070427,66.47,70.551,0,34.376,0,20.3848,0,9.6139,0,89770,0,8293.6,0,74178,0,25037,0,93210,0,107853.4,0,22530,0
20070430,65.71,70.164,0,34.7275,0,20.2762,0,9.6509,0,90219,0,8294.3,0,74478,0,24549,0,94120,0,108293.6,0,22607.5,0
20070502,63.68,68.943,0,35.461,0,20.0584,0,9.5037,0,90348,0,8249.4,0,74926,0,24334,0,93905,0,108192.6,0,22357.3,0
20070503,63.2,68.633,0,36.175,0,19.9769,0,9.6513,0,90447,0,8230.2,0,75119,0,24486,0,91875,0,107997.1,0,22437.7,0
20070504,61.94,67.977,0,36.5615,0,19.8705,0,9.6519,0,90469,0,8202.4,0,75439,0,24662,0,92110,0,108190.9,0,22218.4,0
20070507,61.48,67.341,0,36.2625,0,19.5905,0,9.5661,0,90850,0,8244,0,75579,0,24601,0,91915,0,108237.5,0,21888.7,0
20070508,62.27,67.613,0,36.443,0,19.7116,0,9.4675,0,90657,0,8274.5,0,74817,0,24379,0,92267.5,0,108278.5,0,22016.2,0
20070509,61.56,67.065,0,35.959,0,19.6519,0,9.5215,0,90534,0,8267.6,0,75028.5,0,24179,0,92415,0,107998.7,0,22284.5,0
20070510,61.82,67.297,0,34.9235,0,19.8746,0,9.514,0,90139,0,8283.4,0,74449.5,0,24210,0,92775,0,108122.2,0,23203.7,0
20070511,62.38,67.828,0,35.0985,0,20.0654,0,9.6382,0,89961,0,8306.9,0,74923.5,0,24606,0,93260,0,108015.3,0,23515,0
20070514,62.47,67.583,0,34.283,0,20.0083,0,9.6667,0,90416,0,8317,0,74902,0,24666,0,93250,0,107840.5,0,23060.5,0
20070515,63.18,68.218,0,34.522,0,20.1853,0,9.622,0,91121,0,8315.5,0,75162.5,0,25309,0,93137.5,0,107697.3,0,23024.8,0
20070516,62.56,67.922,0,33.5525,0,20.1284,0,9.6608,0,90721,0,8233.2,0,75020,0,25498,0,93000,0,107713.9,0,23313.3,0
20070517,64.87,69.334,0,32.536,0,20.6338,0,9.8074,0,91081,0,8226,0,75212.5,0,26231,0,92410,0,107401.6,0,24288.8,0
20070518,64.95,69.388,0,32.527,0,20.5184,0,9.7371,0,91775,0,8226.9,0,76157.5,0,26112,0,92600,0,107098,0,24065,0
20070521,66.28,70.177,0,33.301,0,20.7328,0,9.712,0,92248,0,8214.3,0,76450,0,25915,0,93505,0,107110.9,0,24005,0
20070522,64.98,69.079,0,32.49,0,20.3822,0,9.6666,0,92206,0,8195.1,0,76772.5,0,26818,0,92615,-50,106885.6,0,22415.9,-911
20070523,65.08,69.499,0,32.4465,0,20.5604,0,9.6464,0,92414,0,8232.7,0,77451.5,0,26755,0,92317.5,0,106713.9,0,22269.5,0
20070524,63.59,68.764,0,31.449,0,20.5445,0,9.5865,0,92357,0,8189.8,0,77590,0,26631,0,91292.5,0,106697.3,0,22653.7,0
20070525,64.76,69.224,0,32.546,0,20.6785,0,9.5531,0,92689,0,8182,0,77483.5,0,27533,0,91205,0,106701.5,0,23064.9,0
20070529,63.16,67.4,0,32.6165,0,20.0969,0,9.4676,0,93157,0,8182.4,0,77870,0,28551,0,91465,0,106512.5,0,22163.7,0
20070530,63.5,67.364,0,32.4545,0,20.0947,0,9.5952,0,93202,0,8215.5,0,77721.5,0,27895,0,91072.5,0,106510.9,0,21931.7,0
20070531,64.02,67.548,0,33.28,0,20.1159,0,9.594,0,93563,0,8277.2,0,78860.5,0,27778,0,91387.5,0,106393.7,-16,22002.2,0
20070601,65.09,68.55,0,33.385,0,20.3952,0,9.593,0,94192,0,8323.2,0,79892,0,27813,0,90717.5,0,105975.4,0,22426.5,0
20070604,66.22,69.613,0,33.9165,0,20.6279,0,9.8273,0,94529,0,8342,0,79909,0,28430,0,90670,0,106067.1,0,22377.6,0
20070605,65.62,69.355,0,33.831,0,20.5921,0,9.7521,0,94248,0,8371.2,0,79377,0,27611,0,91005,0,105767.2,0,22062.8,0
20070606,65.97,69.518,0,33.4775,0,20.6682,0,9.751,0,94464,0,8403.1,0,77720,0,27925,0,89810,0,105845,0,21899.2,0
20070607,66.93,70.054,0,33.2385,0,20.7923,0,9.6003,0,94203,0,8423.2,0,76315,0,27858,0,89522.5,0,105104.2,0,21928.9,0
20070608,64.76,68.163,0,32.05,0,20.2097,0,9.4868,0,94221,0,8428.6,0,75792,0,28232,0,89657.5,0,104928,0,21290.4,0
20070611,65.97,69.019,0,32.9095,0,20.4879,0,9.4673,0,94286,0,8429.5,0,76905.5,0,28285,0,89840,0,104866.9,0,21502,0
20070612,65.36,68.795,0,32.4005,0,20.3456,0,9.5291,0,93972,0,8424.4,0,76895.5,0,28231,0,90285,0,104209.5,0,21355.4,0
20070613,66.27,69.488,0,32.575,0,20.6195,0,9.5175,0,93618,0,8396.6,0,76750,0,28981,0,89660,0,104341,0,21484.2,0
